anchor,other,score,byte_class_3gram_jaccard,prefix4_equal,class_equal,message_count_score,message_position_score,unknown_role_score,anchor_class,other_class,anchor_size,other_size,method
00120000:0x015D2006,00150100:0x01813004,0.520053,0.804598,False,False,0.75,0.0,0.857143,0x2000,0x3000,1440,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00120000:0x0CDE3000,0.517445,0.769231,False,False,0.75,0.076923,0.857143,0x2000,0x3000,2072,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00120000:0x09592005,0.51617,0.840426,False,True,0.666667,0.0,0.8,0x2000,0x2000,720,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x0B3A2007,0.516111,0.877778,False,True,0.6,0.0,0.75,0x2000,0x2000,1440,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00150100:0x011E3000,0.516058,0.813953,False,True,0.714286,0.0,0.833333,0x3000,0x3000,944,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x0CDE3000,0.514656,0.684211,True,True,0.125,0.0,0.222222,0x3000,0x3000,112,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00120000:0x08562001,0.510301,0.894737,False,True,0.545455,0.0,0.705882,0x2000,0x2000,4936,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00602000,00150100:0x01CB5000,0.509574,0.648936,False,False,1.0,0.0,1.0,0x2000,0x5000,608,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x0D2E5001,0.508586,0.646465,False,False,1.0,0.0,1.0,0x2000,0x5000,1440,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00150100:0x011E3000,0.508065,0.645161,False,False,1.0,0.0,1.0,0x5000,0x3000,360,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x011E3000,0.507236,0.609756,True,True,0.2,0.0,0.333333,0x3000,0x3000,112,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00120000:0x08562001,0.506582,0.935484,False,True,0.461538,0.0,0.631579,0x2000,0x2000,3984,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x0C843001,0.506169,0.649351,True,True,0.142857,0.0,0.25,0x3000,0x3000,96,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00150100:0x01F95001,0.505738,0.639344,False,False,1.0,0.0,1.0,0x3000,0x5000,96,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00120000:0x0CDE3000,0.50394,0.776596,False,False,0.727273,0.0,0.842105,0x2000,0x3000,4936,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00150100:0x01813004,0.501796,0.685393,False,False,0.8,0.125,0.888889,0x5000,0x3000,360,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00120000:0x06642004,0.501171,0.831683,False,True,0.615385,0.0,0.761905,0x2000,0x2000,2024,3984,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x0B3A2007,0.500154,0.774194,False,False,0.714286,0.0,0.833333,0x3000,0x2000,944,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00150100:0x01813004,0.5,0.8,False,False,0.666667,0.0,0.8,0x2000,0x3000,2072,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00120000:0x0D824000,0.499085,0.72549,False,False,0.8,0.0,0.888889,0x2000,0x4000,2640,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x00B62002,0.49878,0.621951,False,False,1.0,0.0,1.0,0x3000,0x2000,112,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x0B3A2007,0.498,0.62,False,False,1.0,0.0,1.0,0x5000,0x2000,360,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00120000:0x047A2003,0.497835,0.848485,False,True,0.571429,0.0,0.727273,0x2000,0x2000,2024,3920,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00030100:0x00F13003,0.497465,0.683544,True,True,0.071429,0.0,0.133333,0x3000,0x3000,112,1536,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x0C843001,0.497095,0.626667,True,True,0.142857,0.0,0.25,0x3000,0x3000,80,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x0D824000,0.496173,0.744898,False,False,0.75,0.0,0.857143,0x2000,0x4000,1440,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00150100:0x01813004,0.495791,0.843373,False,True,0.571429,0.0,0.727273,0x3000,0x3000,944,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00150100:0x00B62002,0.493902,0.609756,False,False,1.0,0.0,1.0,0x3000,0x2000,96,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x02112002,0.493232,0.8,False,False,0.636364,0.0,0.777778,0x3000,0x2000,944,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x0CDE3000,0.492254,0.628205,True,True,0.125,0.0,0.222222,0x3000,0x3000,96,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00150100:0x00F62003,0.491304,0.728261,True,True,0.0,0.0,0.0,0x2000,0x2000,3920,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D824000,00150100:0x011E3000,0.490522,0.704082,False,False,0.8,0.0,0.888889,0x4000,0x3000,1256,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x01813004,0.490487,0.532468,True,True,0.25,0.0,0.4,0x3000,0x3000,80,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00120000:0x0C843001,0.490476,0.75,False,False,0.714286,0.0,0.833333,0x2000,0x3000,2640,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00120000:0x08562001,0.489877,0.913978,False,True,0.428571,0.0,0.6,0x2000,0x2000,3920,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x011E3000,0.489822,0.797872,False,False,0.625,0.0,0.769231,0x2000,0x3000,3848,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x09592005,0.489624,0.827957,False,False,0.571429,0.0,0.727273,0x3000,0x2000,1536,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00030100:0x01B13005,0.489286,0.869048,False,True,0.5,0.0,0.666667,0x3000,0x3000,1536,944,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x0D5F5002,0.489024,0.597561,False,False,1.0,0.0,1.0,0x3000,0x5000,112,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00120000:0x0B3A2007,0.488577,0.894737,False,True,0.454545,0.0,0.625,0x2000,0x2000,4936,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00120000:0x0B3A2007,0.487441,0.935484,False,True,0.384615,0.0,0.555556,0x2000,0x2000,3984,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00120000:0x0B3A2007,0.486673,0.79,False,True,0.625,0.0,0.769231,0x2000,0x2000,2024,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x011E3000,00150100:0x01CB5000,0.485812,0.692308,False,False,0.8,0.0,0.888889,0x3000,0x5000,496,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00150100:0x011E3000,0.485556,0.555556,True,True,0.2,0.0,0.333333,0x3000,0x3000,80,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x01813004,0.4855,0.52,True,True,0.25,0.0,0.4,0x3000,0x3000,72,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00120000:0x0D824000,0.485083,0.717172,False,False,0.75,0.0,0.857143,0x5000,0x4000,392,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00030100:0x022C5000,0.484483,0.586207,False,False,1.0,0.0,1.0,0x6000,0x5000,456,208,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x00006000,0.484483,0.586207,False,False,1.0,0.0,1.0,0x5000,0x6000,208,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00150100:0x00006000,0.484483,0.586207,False,False,1.0,0.0,1.0,0x5000,0x6000,208,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00151100:0x00006000,0.484483,0.586207,False,False,1.0,0.0,1.0,0x5000,0x6000,208,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x0D5F5002,0.484146,0.585366,False,False,1.0,0.0,1.0,0x3000,0x5000,96,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00120000:0x0D824000,0.484,0.76,False,False,0.666667,0.0,0.8,0x2000,0x4000,2072,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00120000:0x0C843001,0.483871,0.776596,False,False,0.636364,0.0,0.777778,0x2000,0x3000,4936,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x00B62002,0.482911,0.582278,False,True,1.0,0.0,1.0,0x2000,0x2000,80,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00120000:0x0CDE3000,0.481124,0.752809,False,False,0.666667,0.0,0.8,0x2000,0x3000,720,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00150100:0x01CB5000,0.48,0.677778,False,True,0.8,0.0,0.888889,0x5000,0x5000,360,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00120000:0x0CDE3000,0.479136,0.776596,False,False,0.615385,0.0,0.761905,0x2000,0x3000,3984,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x011E3000,0.479006,0.770833,False,False,0.625,0.0,0.769231,0x2000,0x3000,2024,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x00602000,0.478442,0.8,False,False,0.571429,0.0,0.727273,0x3000,0x2000,1536,2024,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00120000:0x0CDE3000,0.478365,0.769231,False,False,0.625,0.0,0.769231,0x2000,0x3000,2640,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x0D824000,0.478277,0.673469,False,False,0.8,0.0,0.888889,0x5000,0x4000,360,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x01F95001,0.477848,0.56962,False,True,1.0,0.0,1.0,0x5000,0x5000,280,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00150100:0x00AC2001,0.476667,0.566667,False,False,1.0,0.0,1.0,0x3000,0x2000,80,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x01813004,0.476475,0.695652,False,False,0.75,0.0,0.857143,0x5000,0x3000,392,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00120000:0x08562001,0.476449,0.836957,False,True,0.5,0.0,0.666667,0x2000,0x2000,720,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x08562001,0.476449,0.836957,False,True,0.5,0.0,0.666667,0x2000,0x2000,1440,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00150100:0x011E3000,0.476111,0.777778,False,False,0.6,0.0,0.75,0x2000,0x3000,1440,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00030100:0x00F13003,0.475899,0.62963,True,True,0.071429,0.0,0.133333,0x3000,0x3000,96,1536,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00150100:0x015C3003,0.472727,0.556818,False,False,1.0,0.0,1.0,0x6000,0x3000,456,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00150100:0x015C3003,0.472727,0.556818,False,False,1.0,0.0,1.0,0x6000,0x3000,456,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00006000,00150100:0x015C3003,0.472727,0.556818,False,False,1.0,0.0,1.0,0x6000,0x3000,456,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x015C3003,00151100:0x00006000,0.472727,0.556818,False,False,1.0,0.0,1.0,0x3000,0x6000,296,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00030100:0x01B13005,0.472295,0.777778,False,False,0.583333,0.0,0.736842,0x2000,0x3000,720,944,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00B62002,00150100:0x01F95001,0.472222,0.555556,False,False,1.0,0.0,1.0,0x2000,0x5000,512,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x01F95001,0.471538,0.553846,False,False,1.0,0.0,1.0,0x3000,0x5000,112,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x09592005,0.471235,0.901099,False,True,0.375,0.0,0.545455,0x2000,0x2000,1440,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00030100:0x02465001,0.470476,0.7,False,False,0.714286,0.0,0.833333,0x3000,0x5000,944,360,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00120000:0x0C843001,0.470429,0.56,True,True,0.142857,0.0,0.25,0x3000,0x3000,80,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00120000:0x0C843001,0.470275,0.772727,False,False,0.583333,0.0,0.736842,0x2000,0x3000,720,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00150100:0x00AC2001,0.46875,0.546875,False,False,1.0,0.0,1.0,0x3000,0x2000,96,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x011E3000,0.468333,0.5125,True,True,0.2,0.0,0.333333,0x3000,0x3000,80,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x02065002,0.468182,0.545455,False,True,1.0,0.0,1.0,0x5000,0x5000,280,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00120000:0x0CDE3000,0.468119,0.774194,False,False,0.571429,0.0,0.727273,0x2000,0x3000,3920,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x0C843001,0.467749,0.693182,False,False,0.714286,0.0,0.833333,0x5000,0x3000,360,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x00602000,0.465071,0.808511,False,True,0.5,0.0,0.666667,0x2000,0x2000,3848,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00150100:0x00602000,0.464208,0.638298,False,False,0.8,0.0,0.888889,0x5000,0x2000,360,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x08562001,0.463909,0.62,False,False,0.833333,0.0,0.909091,0x5000,0x2000,360,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00120000:0x0B3A2007,0.46365,0.893617,False,True,0.357143,0.0,0.526316,0x2000,0x2000,3920,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00150100:0x01CB5000,0.463477,0.663158,False,False,0.75,0.0,0.857143,0x2000,0x5000,1440,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x01813004,0.463406,0.804348,False,False,0.5,0.0,0.666667,0x2000,0x3000,3848,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x06642004,0.463269,0.78125,False,False,0.538462,0.0,0.7,0x3000,0x2000,944,3984,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00120000:0x0C843001,0.461408,0.776596,False,False,0.538462,0.0,0.7,0x2000,0x3000,3984,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00150100:0x01CB5000,0.460889,0.63,False,False,0.8,0.0,0.888889,0x2000,0x5000,2640,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x01F95001,0.459836,0.52459,False,False,1.0,0.0,1.0,0x2000,0x5000,80,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00120000:0x0D824000,0.459517,0.752688,False,False,0.571429,0.0,0.727273,0x3000,0x4000,720,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00120000:0x0C843001,0.459058,0.793478,False,False,0.5,0.0,0.666667,0x2000,0x3000,3920,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x0CDE3000,0.458694,0.544304,True,True,0.125,0.0,0.222222,0x3000,0x3000,80,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
