character,unicode,usage_count,categories
큭,U+D06D,20,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
큰,U+D070,166,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
클,U+D074,266,ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
큼,U+D07C,125,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
큽,U+D07D,4,EQUIPMENT;SYSTEM
킁,U+D081,3,NPC_DIALOGUE
키,U+D0A4,974,BATTLE_HELP;CHARACTER;ENEMY;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
킨,U+D0A8,66,ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
킬,U+D0AC,161,BATTLE_CHATTER;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
킷,U+D0B7,6,ITEM;NPC_DIALOGUE;SCENARIO
킹,U+D0B9,8,ENEMY;NPC_DIALOGUE
타,U+D0C0,324,BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
탁,U+D0C1,216,BATTLE_CHATTER;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
탄,U+D0C4,76,ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO;SKILL
탈,U+D0C8,29,ENEMY;ITEM;NPC_DIALOGUE;SCENARIO
탐,U+D0D0,76,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
탑,U+D0D1,9,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
탓,U+D0D3,29,NPC_DIALOGUE;SCENARIO
탔,U+D0D4,15,NPC_DIALOGUE;SCENARIO
탕,U+D0D5,25,NPC_DIALOGUE;SCENARIO
태,U+D0DC,252,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
택,U+D0DD,77,BATTLE;BATTLE_HELP;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
탤,U+D0E4,1,NPC_DIALOGUE
탱,U+D0F1,5,NPC_DIALOGUE
터,U+D130,472,BATTLE;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
턱,U+D131,6,FIELD_TABLE;SCENARIO
턴,U+D134,10,NPC_DIALOGUE;SKILL
털,U+D138,39,ENEMY;ITEM;NPC_DIALOGUE;SCENARIO
텀,U+D140,3,NPC_DIALOGUE;SCENARIO
텅,U+D145,5,NPC_DIALOGUE
테,U+D14C,717,BATTLE_CHATTER;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
텐,U+D150,158,FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
텔,U+D154,1,NPC_DIALOGUE
템,U+D15C,22,BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
텨,U+D168,8,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
텼,U+D17C,6,NPC_DIALOGUE
토,U+D1A0,491,BATTLE;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
톡,U+D1A1,1,NPC_DIALOGUE
톤,U+D1A4,12,ENEMY;ENEMY_ACTION;ITEM;NPC_DIALOGUE
톨,U+D1A8,4,ENEMY;SCENARIO
톱,U+D1B1,11,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
통,U+D1B5,212,BATTLE_CHATTER;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
퇴,U+D1F4,15,BATTLE;BATTLE_UI;ENEMY_ACTION;NPC_DIALOGUE
투,U+D22C,101,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
툰,U+D230,3,NPC_DIALOGUE
툴,U+D234,5,NPC_DIALOGUE;SCENARIO
툼,U+D23C,7,NPC_DIALOGUE;SCENARIO
퉁,U+D241,3,NPC_DIALOGUE
퉜,U+D25C,1,SCENARIO
튀,U+D280,18,ITEM;NPC_DIALOGUE;SCENARIO
튜,U+D29C,27,BATTLE_HELP;NPC_DIALOGUE;SCENARIO
트,U+D2B8,850,BATTLE_CHATTER;BATTLE_HELP;CHARACTER;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
특,U+D2B9,83,BATTLE_HELP;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
튼,U+D2BC,89,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
틀,U+D2C0,103,BATTLE_CHATTER;BATTLE_UI;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
틈,U+D2C8,17,BATTLE_CHATTER;ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO
티,U+D2F0,75,BATTLE;BATTLE_HELP;ENEMY;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
틱,U+D2F1,24,NPC_DIALOGUE;SCENARIO;SYSTEM
틴,U+D2F4,7,NPC_DIALOGUE
틸,U+D2F8,6,ENEMY;NPC_DIALOGUE;SCENARIO
팀,U+D300,11,NPC_DIALOGUE;SCENARIO
팅,U+D305,9,BATTLE_UI;NPC_DIALOGUE
파,U+D30C,218,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
팍,U+D30D,14,NPC_DIALOGUE
팎,U+D30E,2,SCENARIO
판,U+D310,127,BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
팔,U+D314,102,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
팠,U+D320,1,NPC_DIALOGUE
팡,U+D321,31,ITEM;NPC_DIALOGUE;SCENARIO
패,U+D328,70,BATTLE;ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
팬,U+D32C,8,NPC_DIALOGUE;SCENARIO
팽,U+D33D,8,ENEMY_ACTION;ITEM;NPC_DIALOGUE
퍼,U+D37C,134,BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
펀,U+D380,6,ENEMY_ACTION;NPC_DIALOGUE
펄,U+D384,1,ENEMY_ACTION
펌,U+D38C,2,ITEM
펑,U+D391,1,NPC_DIALOGUE
페,U+D398,104,BATTLE_HELP;ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
펜,U+D39C,18,ITEM;NPC_DIALOGUE;SCENARIO
펠,U+D3A0,2,FIELD_TABLE;SCENARIO
펨,U+D3A8,15,FIELD_TABLE;NPC_DIALOGUE;NPC_SPEAKER_NAME
펴,U+D3B4,2,BATTLE_HELP;NPC_DIALOGUE
편,U+D3B8,232,BATTLE_HELP;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
펼,U+D3BC,29,NPC_DIALOGUE;SCENARIO
평,U+D3C9,145,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
폐,U+D3D0,42,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
포,U+D3EC,250,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
폭,U+D3ED,137,BATTLE;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
폰,U+D3F0,4,ENEMY;NPC_DIALOGUE
폴,U+D3F4,9,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
폼,U+D3FC,2,NPC_DIALOGUE
표,U+D45C,100,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
푸,U+D478,57,ITEM;NPC_DIALOGUE;SCENARIO
푹,U+D479,53,NPC_DIALOGUE;SCENARIO
푼,U+D47C,3,ITEM;NPC_DIALOGUE
풀,U+D480,94,BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
품,U+D488,271,EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
풉,U+D489,1,SCENARIO
풋,U+D48B,3,ENEMY;NPC_DIALOGUE
풍,U+D48D,120,FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
퓨,U+D4E8,3,NPC_DIALOGUE
프,U+D504,448,BATTLE_CHATTER;ENEMY;ENEMY_ACTION;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
픈,U+D508,32,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
플,U+D50C,139,BATTLE;ENEMY;ENEMY_ACTION;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
픔,U+D514,31,NPC_DIALOGUE;SCENARIO
피,U+D53C,993,BATTLE;BATTLE_CHATTER;BATTLE_HELP;CHARACTER;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;SYSTEM
핀,U+D540,3,ENEMY_ACTION;ITEM;SCENARIO
필,U+D544,252,BATTLE;BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
핑,U+D551,20,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
하,U+D558,6369,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
학,U+D559,53,ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
한,U+D55C,3095,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
할,U+D560,1221,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
핥,U+D565,6,NPC_DIALOGUE
함,U+D568,256,BATTLE_CHATTER;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT;SYSTEM
합,U+D569,263,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;SKILL;STATUS;SYSTEM
핫,U+D56B,42,NPC_DIALOGUE;SCENARIO
항,U+D56D,170,EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
해,U+D574,3146,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
핵,U+D575,10,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
햇,U+D587,7,NPC_DIALOGUE;SCENARIO
했,U+D588,961,BATTLE;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
행,U+D589,1224,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;STATUS;SYSTEM
햐,U+D590,12,NPC_DIALOGUE
향,U+D5A5,196,ITEM;NPC_DIALOGUE;SCENARIO
허,U+D5C8,126,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
헉,U+D5C9,17,NPC_DIALOGUE;SCENARIO
헌,U+D5CC,10,ITEM;NPC_DIALOGUE
헐,U+D5D0,1,NPC_DIALOGUE
험,U+D5D8,186,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO
헛,U+D5DB,8,NPC_DIALOGUE;SCENARIO
헤,U+D5E4,275,BATTLE_CHATTER;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
헥,U+D5E5,133,CHARACTER;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
헬,U+D5EC,38,ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
헴,U+D5F4,3,NPC_DIALOGUE
헷,U+D5F7,36,NPC_DIALOGUE;SCENARIO
헹,U+D5F9,1,NPC_DIALOGUE
혀,U+D600,155,BATTLE_HELP;NPC_DIALOGUE;SCENARIO
혁,U+D601,3,NPC_DIALOGUE
현,U+D604,63,ITEM;NPC_DIALOGUE;SCENARIO
혈,U+D608,9,NPC_DIALOGUE;SKILL
혐,U+D610,5,NPC_DIALOGUE
협,U+D611,15,NPC_DIALOGUE;SCENARIO
혔,U+D614,19,NPC_DIALOGUE;SCENARIO
형,U+D615,224,BATTLE;ENEMY_ACTION;FIELD_TABLE;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
혜,U+D61C,34,ITEM;MAGIC;NPC_DIALOGUE
호,U+D638,192,BATTLE;BATTLE_CHATTER;ENEMY;ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO;SKILL
혹,U+D639,139,ITEM;NPC_DIALOGUE;SCENARIO
혼,U+D63C,262,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
홀,U+D640,26,ITEM;NPC_DIALOGUE;SKILL
홈,U+D648,1,NPC_DIALOGUE
홍,U+D64D,11,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
화,U+D654,372,BATTLE;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
확,U+D655,152,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
환,U+D658,55,BATTLE_UI;ENEMY_ACTION;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT;SYSTEM
활,U+D65C,131,ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
홧,U+D667,2,NPC_DIALOGUE
황,U+D669,67,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
회,U+D68C,1572,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
획,U+D68D,23,ITEM;NPC_DIALOGUE;SCENARIO
횟,U+D69F,7,BATTLE_HELP;ITEM;NPC_DIALOGUE;SKILL_EFFECT
횡,U+D6A1,2,ITEM;NPC_DIALOGUE
효,U+D6A8,105,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
후,U+D6C4,302,BATTLE_HELP;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
훈,U+D6C8,16,NPC_DIALOGUE;SCENARIO
훌,U+D6CC,55,NPC_DIALOGUE;SCENARIO
훔,U+D6D4,26,NPC_DIALOGUE;SCENARIO
훗,U+D6D7,157,NPC_DIALOGUE
훤,U+D6E4,1,NPC_DIALOGUE
훨,U+D6E8,31,NPC_DIALOGUE;SCENARIO
휘,U+D718,18,ITEM;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT
휙,U+D719,2,NPC_DIALOGUE
휠,U+D720,4,BATTLE_HELP;ENEMY_ACTION
휩,U+D729,10,NPC_DIALOGUE;SCENARIO;SKILL
휴,U+D734,49,ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
흉,U+D749,43,ENEMY;ITEM;NPC_DIALOGUE;SCENARIO
흐,U+D750,64,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
흑,U+D751,18,ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO
흔,U+D754,30,NPC_DIALOGUE;SCENARIO
흘,U+D758,54,ITEM;NPC_DIALOGUE;SCENARIO
흙,U+D759,8,NPC_DIALOGUE
흠,U+D760,25,NPC_DIALOGUE;SCENARIO
흡,U+D761,8,ITEM;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT
흥,U+D765,93,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
흩,U+D769,9,NPC_DIALOGUE;SCENARIO
희,U+D76C,278,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
히,U+D788,771,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
힌,U+D78C,49,BATTLE_CHATTER;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
힐,U+D790,26,ENEMY;ITEM;NPC_DIALOGUE;SCENARIO
힘,U+D798,392,BATTLE_CHATTER;BATTLE_HELP;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
힙,U+D799,1,NPC_DIALOGUE
힛,U+D79B,8,NPC_DIALOGUE
