character,unicode,custom_code,original_code,glyph_slot,metric_donor_index,append_ordinal,logical_glyph_index,mapping_status,source
덤,U+B364,0xa4d7,0x8fe7,1163,85,902,1163,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
덥,U+B365,0xa4d8,0x91e4,1242,85,903,1242,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
덧,U+B367,0xa4d9,0x93c6,1317,85,904,1317,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
덫,U+B36B,0xa4da,0x9452,1322,85,905,1322,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
델,U+B378,0xa4db,0x9859,1483,85,906,1483,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뎅,U+B385,0xa4dc,0x8952,1530,85,907,1530,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뎌,U+B38C,0xa4dd,0x9340,1560,85,908,1560,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
돕,U+B3D5,0xa4de,0x8e87,1649,85,909,1649,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
돗,U+B3D7,0xa4df,0x93d7,1889,85,910,1889,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
둡,U+B461,0xa4e0,0x8e7e,419,85,911,419,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
둥,U+B465,0xa4e1,0x8b52,490,85,912,490,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뒀,U+B480,0xa4e2,0x9259,597,85,913,597,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뒷,U+B4B7,0xa4e3,0x8eae,624,85,914,624,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
듄,U+B4C4,0xa4e4,0x8d91,678,85,915,678,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
듬,U+B4EC,0xa4e5,0x938a,694,85,916,694,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
등,U+B4F1,0xa4e6,0x94aa,804,85,917,804,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
딨,U+B528,0xa4e7,0x8adb,822,85,918,822,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
딴,U+B534,0xa4e8,0x88f6,870,85,919,870,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
딸,U+B538,0xa4e9,0x899f,890,85,920,890,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
땐,U+B550,0xa4ea,0x8a42,909,85,921,909,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
땠,U+B560,0xa4eb,0x8a7a,919,85,922,919,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
땡,U+B561,0xa4ec,0x8b44,945,85,923,945,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
떡,U+B5A1,0xa4ed,0x8b81,960,85,924,960,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
떫,U+B5AB,0xa4ee,0x8bbd,979,85,925,979,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
떴,U+B5B4,0xa4ef,0x8c51,995,85,926,995,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
떼,U+B5BC,0xa4f0,0x8ca0,1015,85,927,1015,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뗀,U+B5C0,0xa4f1,0x8dc7,1061,85,928,1061,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뗄,U+B5C4,0xa4f2,0x8e94,1101,85,929,1101,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
똑,U+B611,0xa4f3,0x91a4,1231,85,930,1231,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
똥,U+B625,0xa4f4,0x9477,1333,85,931,1333,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뚜,U+B69C,0xa4f5,0x9255,1551,85,932,1551,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뚝,U+B69D,0xa4f6,0x9849,1657,85,933,1657,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뚤,U+B6A4,0xa4f7,0x948f,1754,85,934,1754,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뚱,U+B6B1,0xa4f8,0x83b6,2132,85,935,2132,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뜸,U+B738,0xa4f9,0x8759,2208,85,936,2208,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뜻,U+B73B,0xa4fa,0x93e3,1821,85,937,1821,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
띄,U+B744,0xa4fb,0x97d5,1570,85,938,1570,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
랏,U+B78F,0xa4fc,0x8ddd,290,85,939,290,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
랐,U+B790,0xa540,0x8d71,593,85,940,593,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
랗,U+B797,0xa541,0x9594,619,85,941,619,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
랙,U+B799,0xa542,0x8bec,697,85,942,697,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
랫,U+B7AB,0xa543,0x8b60,954,85,943,954,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
랬,U+B7AC,0xa544,0x8ccc,1026,85,944,1026,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
랴,U+B7B4,0xa545,0x8d4b,1038,85,945,1038,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
략,U+B7B5,0xa546,0x8d72,1045,85,946,1045,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
럿,U+B7FF,0xa547,0x8dc4,1060,85,947,1060,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
렀,U+B800,0xa548,0x8eb8,1108,85,948,1108,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
렐,U+B810,0xa549,0x8f6b,1137,85,949,1137,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
렴,U+B834,0xa54a,0x9048,1171,85,950,1171,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
렵,U+B835,0xa54b,0x9394,1305,85,951,1305,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
렷,U+B837,0xa54c,0x9687,1413,85,952,1413,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
롱,U+B871,0xa54d,0x936b,1510,85,953,1510,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
룩,U+B8E9,0xa54e,0x9173,1549,85,954,1549,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
룻,U+B8FB,0xa54f,0x9460,1594,85,955,1594,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뤄,U+B904,0xa550,0x8b95,1600,85,956,1600,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뤼,U+B93C,0xa551,0x90a5,1698,85,957,1698,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
륭,U+B96D,0xa552,0x9782,1803,85,958,1803,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
릇,U+B987,0xa553,0x8d64,1816,85,959,1816,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
릉,U+B989,0xa554,0x907b,1955,85,960,1955,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
릎,U+B98E,0xa555,0x974c,520,85,961,520,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
립,U+B9BD,0xa556,0x8a46,528,85,962,528,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
맙,U+B9D9,0xa557,0x95c9,685,85,963,685,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
맣,U+B9E3,0xa558,0x8c9d,738,85,964,738,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
멋,U+BA4B,0xa559,0x89a1,891,85,965,891,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
멎,U+BA4E,0xa55a,0x8acd,934,85,966,934,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
멩,U+BA69,0xa55b,0x8aeb,940,85,967,940,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
몄,U+BA84,0xa55c,0x8e63,1083,85,968,1083,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
몹,U+BAB9,0xa55d,0x8f5d,1133,85,969,1133,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뫼,U+BAFC,0xa55e,0x92e1,1280,85,970,1280,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
묵,U+BB35,0xa55f,0x9772,1451,85,971,1451,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
묶,U+BB36,0xa560,0x965b,1522,85,972,1522,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
묻,U+BB3B,0xa561,0x95b1,1792,85,973,1792,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뭇,U+BB47,0xa562,0x8dfb,1876,85,974,1876,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뭉,U+BB49,0xa563,0x9658,492,85,975,492,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뭡,U+BB61,0xa564,0x8cb1,556,85,976,556,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뭣,U+BB63,0xa565,0x9356,629,85,977,629,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뮈,U+BB88,0xa566,0x8aef,649,85,978,649,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뮤,U+BBA4,0xa567,0x8cb4,707,85,979,707,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
므,U+BBC0,0xa568,0x96a3,805,85,980,805,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
밈,U+BC08,0xa569,0x88e3,867,85,981,867,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
밌,U+BC0C,0xa56a,0x88f9,871,85,982,871,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
밑,U+BC11,0xa56b,0x8ab3,923,85,983,923,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
밟,U+BC1F,0xa56c,0x8ab8,926,85,984,926,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
밧,U+BC27,0xa56d,0x8b47,947,85,985,947,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
밭,U+BC2D,0xa56e,0x8ca4,1017,85,986,1017,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
밴,U+BC34,0xa56f,0x8ccd,1027,85,987,1027,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뱃,U+BC43,0xa570,0x8d7e,1047,85,988,1047,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뱅,U+BC45,0xa571,0x8e84,1096,85,989,1096,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
벅,U+BC85,0xa572,0x905b,1175,85,990,1175,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
벗,U+BC97,0xa573,0x90a8,1186,85,991,1186,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
벙,U+BC99,0xa574,0x90c3,1195,85,992,1195,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
벤,U+BCA4,0xa575,0x92ea,1282,85,993,1282,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
벽,U+BCBD,0xa576,0x946e,1328,85,994,1328,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
볍,U+BCCD,0xa577,0x94a8,1344,85,995,1344,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
볕,U+BCD5,0xa578,0x94df,1356,85,996,1356,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
볶,U+BCF6,0xa579,0x95ca,1390,85,997,1390,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
봅,U+BD05,0xa57a,0x95d6,1392,85,998,1392,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
봬,U+BD2C,0xa57b,0x97b1,1552,85,999,1552,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뵈,U+BD48,0xa57c,0x8f9e,1679,85,1000,1679,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뵐,U+BD50,0xa57d,0x8c73,1735,85,1001,1735,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뵙,U+BD59,0xa57e,0x97c2,2181,85,1002,2181,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
붉,U+BD89,0xa580,0x97ca,249,85,1003,249,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
붕,U+BD95,0xa581,0x95ba,433,85,1004,433,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뷔,U+BDD4,0xa582,0x92f1,610,85,1005,610,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뷰,U+BDF0,0xa583,0x8c78,617,85,1006,617,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
빚,U+BE5A,0xa584,0x93f8,658,85,1007,658,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
빤,U+BE64,0xa585,0x9055,833,85,1008,833,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
빨,U+BE68,0xa586,0x899d,889,85,1009,889,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
빴,U+BE74,0xa587,0x8abd,927,85,1010,927,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
빵,U+BE75,0xa588,0x8be5,986,85,1011,986,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
빻,U+BE7B,0xa589,0x9192,1225,85,1012,1225,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뺏,U+BE8F,0xa58a,0x92b5,1272,85,1013,1272,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뺐,U+BE90,0xa58b,0x964c,1402,85,1014,1402,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뻐,U+BED0,0xa58c,0x975b,1443,85,1015,1443,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뻑,U+BED1,0xa58d,0x97c1,1466,85,1016,1466,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뻗,U+BED7,0xa58e,0x8dd9,1494,85,1017,1494,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뻤,U+BEE4,0xa58f,0x9664,1629,85,1018,1629,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뽑,U+BF51,0xa590,0x94c6,1787,85,1019,1787,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뾰,U+BFB0,0xa591,0x8f71,1789,85,1020,1789,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뿍,U+BFCD,0xa592,0x8a6f,255,85,1021,255,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뿔,U+BFD4,0xa593,0x92c7,747,85,1022,747,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쁜,U+C05C,0xa594,0x9250,782,85,1023,782,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
삐,U+C090,0xa595,0x8ae2,809,85,1024,809,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
삭,U+C0AD,0xa596,0x90ba,817,85,1025,817,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
삯,U+C0AF,0xa597,0x92b4,823,85,1026,823,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
삶,U+C0B6,0xa598,0x94f6,837,85,1027,837,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
샀,U+C0C0,0xa599,0x8abf,929,85,1028,929,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
샌,U+C0CC,0xa59a,0x8af3,941,85,1029,941,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
샐,U+C0D0,0xa59b,0x8ca8,1018,85,1030,1018,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
샹,U+C0F9,0xa59c,0x8cfb,1035,85,1031,1035,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
섞,U+C11E,0xa59d,0x8da5,1055,85,1032,1055,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
섭,U+C12D,0xa59e,0x95f8,1398,85,1033,1398,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
섰,U+C130,0xa59f,0x9688,1414,85,1034,1414,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
센,U+C13C,0xa5a0,0x88d7,1581,85,1035,1581,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
셈,U+C148,0xa5a1,0x9649,1610,85,1036,1610,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
셔,U+C154,0xa5a2,0x8de3,1959,85,1037,1959,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
션,U+C158,0xa5a3,0x91cf,466,85,1038,466,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
셜,U+C15C,0xa5a4,0x8b4f,783,85,1039,783,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
셨,U+C168,0xa5a5,0x8f80,842,85,1040,842,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
셰,U+C170,0xa5a6,0x8a4a,910,85,1041,910,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
송,U+C1A1,0xa5a7,0x8c99,1012,85,1042,1012,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쇳,U+C1F3,0xa5a8,0x8cb5,1020,85,1043,1020,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
숟,U+C21F,0xa5a9,0x9042,1168,85,1044,1168,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
숫,U+C22B,0xa5aa,0x918d,1224,85,1045,1224,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
숭,U+C22D,0xa5ab,0x925b,1248,85,1046,1248,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
숴,U+C234,0xa5ac,0x9262,1251,85,1047,1251,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쉈,U+C248,0xa5ad,0x9264,1253,85,1048,1253,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쉰,U+C270,0xa5ae,0x92b8,1273,85,1049,1273,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쉴,U+C274,0xa5af,0x95e9,1395,85,1050,1395,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쉿,U+C27F,0xa5b0,0x964b,1401,85,1051,1401,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
슥,U+C2A5,0xa5b1,0x975d,1445,85,1052,1445,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
슭,U+C2AD,0xa5b2,0x97bf,1465,85,1053,1465,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
슷,U+C2B7,0xa5b3,0x8158,1527,85,1054,1527,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
싣,U+C2E3,0xa5b4,0x89f9,1613,85,1055,1613,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
싹,U+C2F9,0xa5b5,0x8fad,310,85,1056,310,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쌀,U+C300,0xa5b6,0x8caf,461,85,1057,461,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쌌,U+C30C,0xa5b7,0x91d1,659,85,1058,659,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쌓,U+C313,0xa5b8,0x8cae,705,85,1059,705,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쌩,U+C329,0xa5b9,0x88f0,720,85,1060,720,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
써,U+C368,0xa5ba,0x8d5a,729,85,1061,729,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
썩,U+C369,0xa5bb,0x8bdb,825,85,1062,825,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
썰,U+C370,0xa5bc,0x93b0,843,85,1063,843,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
썼,U+C37C,0xa5bd,0x89af,894,85,1064,894,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
썽,U+C37D,0xa5be,0x8c68,1001,85,1065,1001,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쎄,U+C384,0xa5bf,0x8dcb,1062,85,1066,1062,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쏘,U+C3D8,0xa5c0,0x8ea8,1105,85,1067,1105,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쏙,U+C3D9,0xa5c1,0x8f50,1130,85,1068,1130,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쏟,U+C3DF,0xa5c2,0x904e,1172,85,1069,1172,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쏠,U+C3E0,0xa5c3,0x90dd,1201,85,1070,1201,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쐬,U+C42C,0xa5c4,0x937e,1301,85,1071,1301,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쑤,U+C464,0xa5c5,0x95df,1394,85,1072,1394,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
쑥,U+C465,0xa5c6,0x97b8,1464,85,1073,1464,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씀,U+C500,0xa5c7,0x8174,1506,85,1074,1506,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씁,U+C501,0xa5c8,0x97e3,1508,85,1075,1508,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씌,U+C50C,0xa5c9,0x8eb4,1806,85,1076,1806,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씐,U+C510,0xa5ca,0x8be2,628,85,1077,628,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씩,U+C529,0xa5cb,0x8ef4,687,85,1078,687,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씬,U+C52C,0xa5cc,0x8e6e,708,85,1079,708,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씹,U+C539,0xa5cd,0x8a45,711,85,1080,711,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
씽,U+C53D,0xa5ce,0x8b4e,757,85,1081,757,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
앓,U+C553,0xa5cf,0x96be,799,85,1082,799,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
앤,U+C564,0xa5d0,0xe3c4,828,85,1083,828,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
앳,U+C573,0xa5d1,0x89f6,834,85,1084,834,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
앴,U+C574,0xa5d2,0x8c76,1004,85,1085,1004,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
얄,U+C584,0xa5d3,0x8e91,1100,85,1086,1100,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
얇,U+C587,0xa5d4,0x8ea6,1104,85,1087,1104,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
얌,U+C58C,0xa5d5,0x8eb5,1106,85,1088,1106,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
얏,U+C58F,0xa5d6,0x8fdb,1161,85,1089,1161,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
얕,U+C595,0xa5d7,0x92a5,1267,85,1090,1267,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
얹,U+C5B9,0xa5d8,0x937c,1299,85,1091,1299,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
얽,U+C5BD,0xa5d9,0x94f7,1362,85,1092,1362,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
엔,U+C5D4,0xa5da,0x96fb,1434,85,1093,1434,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
엘,U+C5D8,0xa5db,0x90bf,1503,85,1094,1503,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
엣,U+C5E3,0xa5dc,0x93bf,1523,85,1095,1523,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
엥,U+C5E5,0xa5dd,0x9183,1524,85,1096,1524,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
엽,U+C5FD,0xa5de,0x96fc,1574,85,1097,1574,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
엾,U+C5FE,0xa5df,0x9174,1550,85,1098,1550,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
엿,U+C5FF,0xa5e0,0x8e98,1924,85,1099,1924,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
옆,U+C606,0xa5e1,0x8ecc,262,85,1100,262,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
옛,U+C61B,0xa5e2,0x95f3,315,85,1101,315,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
옮,U+C62E,0xa5e3,0x8a43,344,85,1102,344,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
옳,U+C633,0xa5e4,0x91ac,422,85,1103,422,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
옵,U+C635,0xa5e5,0x8cfa,463,85,1104,463,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
옹,U+C639,0xa5e6,0x95e0,519,85,1105,519,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
왓,U+C653,0xa5e7,0x8a65,552,85,1106,552,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
욕,U+C695,0xa5e8,0x94af,646,85,1107,646,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
욘,U+C698,0xa5e9,0x8ae7,939,85,1108,939,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
웁,U+C6C1,0xa5ea,0x8e59,1082,85,1109,1082,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
웃,U+C6C3,0xa5eb,0x8ee1,1119,85,1110,1119,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
웠,U+C6E0,0xa5ec,0x9bde,1341,85,1111,1341,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
